,tweet_id,user,time,tweet_text,location,hashtags,search_term
322,1328380926447988736,Walevska,Mon Nov 16 16:54:27 +0000 2020,"I'm not one to say ""I told you so,"" but it's looking like that's exactly what I did🤷‍♀️

https://t.co/XHf1d0tHdv",Spain,,
323,1328380853307797506,Brendan11151415,Mon Nov 16 16:54:10 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…",,"PS5,",Walmart
324,1328380823305904129,jaaazzzyyyyyy,Mon Nov 16 16:54:03 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…","Ontario, Canada","PS5,",Walmart
325,1328380800945987586,TwigsDee,Mon Nov 16 16:53:57 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…",Canada,"PS5,",Walmart
326,1328380664874471424,yanlxx_,Mon Nov 16 16:53:25 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…","Québec, Canada","PS5,",Walmart
327,1328380625670332425,meric121314,Mon Nov 16 16:53:15 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…",,"PS5,",Walmart
328,1328380606275866625,GTM618,Mon Nov 16 16:53:11 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…",Canada,"PS5,",Walmart
329,1328380604086366211,kriideluisi,Mon Nov 16 16:53:10 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…",,"PS5,",Walmart
330,1328380588596850691,VishaldeepGill,Mon Nov 16 16:53:07 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…","Brampton, Ontario","PS5,",Walmart
331,1328380585547534339,n1gh7_,Mon Nov 16 16:53:06 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…",Holding Blue Chips,"PS5,",Walmart
332,1328380581202317313,ahmedalloh11,Mon Nov 16 16:53:05 +0000 2020,"RT @WalmartCAGaming: Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5…",Canada,"PS5,",Walmart
333,1328380519743152129,WalmartCAGaming,Mon Nov 16 16:52:50 +0000 2020,"Happy Monday! A quick update for customers (and hopeful customers):

If you're awaiting a shipping update on your #PS5 pre-order, they're still being shipped with the intent of arriving by November 18th.

For PS5 restocks, keep an eye on your local Walmart over the coming weeks.",Canada,"PS5,",Walmart
334,1328379670476238849,GParkGolfitis,Mon Nov 16 16:49:28 +0000 2020,"@WpgSportsTalk It’s a failed shutdown when the mom and pop shops, small businesses must shut down that sell non essential items (like clothing) yet Walmart and superstore that sell groceries can sell clothing etc.","Winnipeg, Manitoba",,Walmart
335,1328377076064333825,LPatton54,Mon Nov 16 16:39:09 +0000 2020,@tayvon90 Yea I got lucky check Walmart that's where I order mins from,"Michigan, USA",,Walmart
336,1328375082473967620,JRWAdair,Mon Nov 16 16:31:14 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
337,1328374915016257539,bemidjijohn,Mon Nov 16 16:30:34 +0000 2020,"Even if COVID numbers across the US started miraculously improving over the next week, they're going to explode again after Thanksgiving. They just are.

I work in a Walmart here in Minnesota &amp; I can GUARANTEE YOU a majority of people are planning large gatherings.","Bemidji, MN",,Walmart
338,1328371140851609602,gudgirlgonebod,Mon Nov 16 16:15:34 +0000 2020,@BurgzCTX 112 at walmart lmfaoooo,Canada,,Walmart
339,1328369739903627267,great_fiasco,Mon Nov 16 16:10:00 +0000 2020,@nachosarah “Squatters spotted in toilet paper aisle of local Walmart” - that’s a headline I’ve been dying to see.,Canada,,Walmart
340,1328368865714327553,MrMake1tHappen,Mon Nov 16 16:06:32 +0000 2020,Walmart and  CSCO getting your boy paid this morning,"Virginia, USA",,Walmart
341,1328367076382306305,Dawnalees,Mon Nov 16 15:59:25 +0000 2020,RT Pretty Please #Win $100 your way!! Target? Walmart? iTunes? Best Buy? PayPal? Single Blog #Giveaway! WW  11/30 //www.peanutbutterandwhine.com/100-your-way-giveaway-november-2020/,Canada,"Win,Giveaway,",Walmart
342,1328366697842155521,Mouche_G,Mon Nov 16 15:57:55 +0000 2020,"RT @globebusiness: Walmart sells majority stake in Seiyu, nearly exiting Japan https://t.co/efZTKewI5H","Mississauga, Ontario",,Walmart
343,1328364139518042116,cubamark,Mon Nov 16 15:47:45 +0000 2020,"What the actual ****, @HfxRegPolice ? Is there a secret briefing program for officers on how to escalate any interaction with African-Nova Scotian citizens?  Get your act together! https://t.co/Gk3j81iwV1",Canada,,
344,1328363155840512002,BobGevinski,Mon Nov 16 15:43:50 +0000 2020,@ValeriaCollazoC Someone should give them directions to Walmart and La Placita en Santurce.,"Vieques, Puerto Rico",,Walmart
345,1328362782228615169,KimJongOiler,Mon Nov 16 15:42:21 +0000 2020,@EdmontonOilers @adidashockey This looks like a knock-off jersey you can buy at Walmart for $37.,Canada,,Walmart
346,1328361562076221442,ASS__Jesus,Mon Nov 16 15:37:30 +0000 2020,Gifted @Walmart delivery to my disabled mother in law in La Porte Indiana. They have failed two days in a row to deliver. I guess we'll give her @kroger delivery next time...,"The Bible Belt, USA",,Walmart
347,1328361522104578049,OharaTrevoro,Mon Nov 16 15:37:21 +0000 2020,"RT @MBhunter72: @OharaTrevoro I've never, not 1 time seen Walmart sponsor kids sports in my community. 0",Barrie Ontario,,Walmart
348,1328361156348678144,chefmcclue,Mon Nov 16 15:35:54 +0000 2020,@OGMckoy If you look at the Walmart stock as well you’ll see that it’s being over bought as well,"Kingston, Jamaica",,Walmart
349,1328360068941828098,bandicootpage,Mon Nov 16 15:31:34 +0000 2020,"RT @Lbabinz: Walmart Black Friday Early Deals (Nov 19 - 25)
- 1st Party Switch Games $49.96
- Ghost of Tsushima, FFVII $49.96
- Assassin's…",N. Sanity Island ,,Walmart
350,1328359702405685248,joshuashanevis,Mon Nov 16 15:30:07 +0000 2020,RT @Lbabinz: The Black Friday 2020 MegaThread on the Video Game Deals Canada sub has been updated with the new Walmart flyer details.  Deal…,"Prince George, Canada",,Walmart
351,1328359609409490946,Lbabinz,Mon Nov 16 15:29:45 +0000 2020,The Black Friday 2020 MegaThread on the Video Game Deals Canada sub has been updated with the new Walmart flyer details.  Deals start on Nov 19 (likely midnight EST). I will continue the coverage over the next 2 weeks as more details / deals come online! https://t.co/HEiWE0VEfP,Canada,,Walmart
352,1328359600920301568,MBhunter72,Mon Nov 16 15:29:43 +0000 2020,"@OharaTrevoro I've never, not 1 time seen Walmart sponsor kids sports in my community. 0","Manitoba, Canada",,Walmart
353,1328359318693920769,Mike_Alonso7,Mon Nov 16 15:28:35 +0000 2020,"@DeAngelisCorey Unless the teacher is immuno-compromised, why should they have a choice?

Do nurses and doctors have a choice? Does the shelf stocker at Walmart have a choice?

School is essential.",Florida,,Walmart
354,1328359253028048898,Jordan9328,Mon Nov 16 15:28:20 +0000 2020,Bro Toronto’s looks like something you’d find at walmart lmao https://t.co/7RZ7UUY5yG,Canada,,Walmart
355,1328359166658760704,Bromley31,Mon Nov 16 15:27:59 +0000 2020,"@KingWoodballs @NHL I like them better on the ice as a full uniform. And Im not on the ""hate train"" with them. But I find them boring and my initial thoughts was they looked like a walmart womens knock off lol",Canada,,Walmart
356,1328358821891366914,JocilynR,Mon Nov 16 15:26:37 +0000 2020,@cody_landman Went to Walmart today here and there was none,fargo ND,,Walmart
357,1328358065477967875,RisuRisu22,Mon Nov 16 15:23:37 +0000 2020,@Walmart Would you ever consider a program for sending delivery orders out in reusable totes that could be returned/reused?,Florida,,Walmart
358,1328357999983865859,She_Is_Karliss,Mon Nov 16 15:23:21 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
359,1328356143043923968,ciaonottebella,Mon Nov 16 15:15:58 +0000 2020,@Walmart 7pm***? Hopefully not 7am,"Virginia, USA",,Walmart
360,1328355590414983174,banaianshow,Mon Nov 16 15:13:47 +0000 2020,Walmart resumes counting customers in stores and grocers reinstate limits on toilet paper as coronavirus cases surge https://t.co/AW0c82QMzF #kbrs,"Saint Cloud, MN","kbrs,",Walmart
361,1328355558072741890,_marlanderthews,Mon Nov 16 15:13:39 +0000 2020,Walmart jersey https://t.co/yNPnwLn8CY,Canada,,Walmart
362,1328355020539105292,bapcsalescanada,Mon Nov 16 15:11:31 +0000 2020,[Monitor] acer KG271U 27 inch/2k/144hz/1ms/tn ($299 black friday walmart) https://t.co/oRStmukwFA,Canada,,Walmart
363,1328354617126772742,DoctorBex,Mon Nov 16 15:09:55 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
364,1328354225831649280,BigWoodieStyle,Mon Nov 16 15:08:21 +0000 2020,@Wicked_K_MHR @RingsideC The 45-60 days was in reference to shipping via boat for Walmart stock. Ringside gets their stock overnighted.,"Thief River Falls, MN",,Walmart
365,1328354046986526720,DaveNuss17,Mon Nov 16 15:07:39 +0000 2020,"@realviking32 @InOkanagan @brent_bellamy I agree then shut down sections of stores that truly aren’t essential. Superstore shouldn’t sell clothes, Cabellas should be closed...and I’m a hunter, Walmart should have sections closed off. It’s a farce if you truly open your eyes...and mind.","Yorkton, SK.",,Walmart
366,1328353624112721920,Cathy_Michigan,Mon Nov 16 15:05:58 +0000 2020,"@LibbzLabel @dananessel You are the Karen, you assume you have the RIGHT to dictate what I do or don't do that is what Karen's do! I don't wear camo pants and why you are you putting down everyone who shops at Walmart. I try to avoid Walmart but some things are only available at Walmart.",Michigan,,Walmart
367,1328353161556361222,BigWoodieStyle,Mon Nov 16 15:04:07 +0000 2020,@BobbyNeeds @Wicked_K_MHR @AewUnrivaled @Walmart @RingsideC @WickedCoolToys @Jazwares @JeremyCom 45-60 days is pretty standard for shipping via boat from HK to the west coast,"Thief River Falls, MN",,Walmart
368,1328352382699393026,SASAcademicCA,Mon Nov 16 15:01:02 +0000 2020,"Walmart has decided that #robots it has been using to keep track of its in-stock positions on store floors can be replaced at a lower cost with its human associates.

Read about the retail giant's decision to repudiate robotic #technology in stores!

https://t.co/pZq9FtU37D",Canada,"robots,technology,",Walmart
369,1328352124833587202,HamiltonBeachCA,Mon Nov 16 15:00:00 +0000 2020,"Baking #homemade bread is all the rage! Make your own with our Premium Dough &amp; Bread Maker, with 14 different cycles, built-in fruit &amp; nut dispenser, &amp; customizable crust &amp; size options! Now at @WalmartCanada : https://t.co/k6Y9Xi77CM #HamiltonBeachCa #BakeWithConfidence https://t.co/pnu3GazBqz",Canada,"homemade,HamiltonBeachCa,BakeWithConfidence,",Walmart
370,1328350890877661187,rbaduluth,Mon Nov 16 14:55:06 +0000 2020,Did you know you can make a difference from the comfort of your own home? Find items to purchase @DuluthSA registry at https://t.co/Ga7ZJHwyOX &amp; they can be shipped directly to @DuluthSA Purchases over $35 receive free shipping.  Join us to #rescueChristmas #HOPE https://t.co/x4w52CiMKV,"Duluth, MN","rescueChristmas,HOPE,",
371,1328348638263775232,ArtsyIntr0vert,Mon Nov 16 14:46:09 +0000 2020,"So, Walmart online is expected to have PS5 consoles on Black Friday week on November 25th. So, thousands of PS5's were originally expected to be in all Walmart stores.

My guess is there might be some stock left on Nov. 25th, but online only?

#PS5 #Walmart https://t.co/diRjyZJa6R","Virginia, USA","PS5,Walmart,",Walmart
372,1328344660499177474,janellew76,Mon Nov 16 14:30:21 +0000 2020,"@DivaWitAFro @FOX2News Ya we are the stupid ones 🤣🤣🤣 Attention democrats: Covid is only rampant inside schools, restaurants &amp; movie theaters but your hair salon , gym &amp; Walmart are safe 🤣🤣🤣 Ayo Liberal Logic Strikes again huh??? https://t.co/4x4w38o9nG","Michigan, USA",,Walmart
373,1328344537555755009,Karin2171,Mon Nov 16 14:29:51 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","Rochester, NY",,Walmart
374,1328344080615616516,janellew76,Mon Nov 16 14:28:02 +0000 2020,"@FOX2News Don’t worry folks Covid only hits schools, inside restaurants &amp; bars &amp; movie theaters, your hair salon, gym &amp; local Walmart are SAFE 🤣🤣🤣🥴🥴 “DEMOCRATS “ 🗣🗣 Oh you’re so wise great one , Heil wHITLER “ 🤣🤣🤣 Nothing more to see here folks 👀👀🤡🤡🤡 https://t.co/oGnUTl6ezT","Michigan, USA",,Walmart
375,1328343800134193159,trejen04,Mon Nov 16 14:26:56 +0000 2020,@brent_bellamy Walmart and Costco should have to carry a certain percentage of local products from the community,"Manitoba, Canada",,Walmart
376,1328342547727593474,TorontoPushback,Mon Nov 16 14:21:57 +0000 2020,"RT @CFIB: Important email to CFIB from @mcnallyrobinson: ""As Manitobans owning an independent bookstore, we're very frustrated about being…","Toronto, Ontario",,
377,1328341592244162560,fanfan21,Mon Nov 16 14:18:09 +0000 2020,"RT @CFIB: Important email to CFIB from @mcnallyrobinson: ""As Manitobans owning an independent bookstore, we're very frustrated about being…",Canada,,
378,1328339787879735296,HERception,Mon Nov 16 14:10:59 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",My Space Lover Cocoon ,,Walmart
379,1328338847919312896,arress83,Mon Nov 16 14:07:15 +0000 2020,RT Pretty Please #Win $100 your way!! Target? Walmart? iTunes? Best Buy? PayPal? Single Blog #Giveaway! WW  11/30 //www.peanutbutterandwhine.com/100-your-way-giveaway-november-2020/,Michigan ,"Win,Giveaway,",Walmart
380,1328338025764499457,the_vsting,Mon Nov 16 14:03:59 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
381,1328336617065615362,kxngdemix,Mon Nov 16 13:58:23 +0000 2020,"@GermanStrands @amazon @Walmart That’s the sad part tho... there aren’t sites like GameStop here nor Amazon... just normal resellers that doesn’t have idea when they’ll have PS5 available. Because they need to buy it first and... lol you know, everything is sold out",República Dominicana,,Walmart
382,1328335088745132032,Steph_Lawton,Mon Nov 16 13:52:19 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","Omaha, NE",,Walmart
383,1328335036626706432,kxngdemix,Mon Nov 16 13:52:06 +0000 2020,@GermanStrands I’m curious... will pages like @amazon or @Walmart restock their inventory the 19th or... how exactly will the rest of the world get theirs? I.e How will LATAM get theirs?,República Dominicana,,Walmart
384,1328334370571214851,ItsTheBrandi,Mon Nov 16 13:49:27 +0000 2020,"So...what collectively beneficial thing do the people mad about student loan debt want so they will stop melting down in the Walmart known as America and we can all go home? 

Spanking doesn't work.",MN,,Walmart
385,1328333241481236480,arress83,Mon Nov 16 13:44:58 +0000 2020,Enter to #win  @Walmart #giftcard in this  #GobbleHop #giveawayhop. #giveaway #sharinglifesmoments https://t.co/jmyOjNqZ0m,Michigan ,"win,giftcard,GobbleHop,giveawayhop,giveaway,sharinglifesmoments,",Walmart
386,1328332997666377728,terryobakker,Mon Nov 16 13:44:00 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","Ridgefield, WA",,Walmart
387,1328332734494887936,curlAMCC,Mon Nov 16 13:42:57 +0000 2020,"@atkinscurling It's not right. A place like Walmart should have all but the grocery section roped off, everything else curbside pickup only.","Winnipeg, MB",,Walmart
388,1328331738737750016,lil_emsi,Mon Nov 16 13:39:00 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
389,1328331133189320704,KINGDSMITH_,Mon Nov 16 13:36:36 +0000 2020,@linuswilson Lol yea that Walmart fucked up,"Michigan, USA",,Walmart
390,1328330844621201409,zawfulcs,Mon Nov 16 13:35:27 +0000 2020,@scruaby @W789Kyle @henrandom @OpTicAlexJones You do know these pcs aren't just sold at Walmart. Not trying to defend the guy buying the pre-built but I mean if its 3000$ without peripherals how is that broke? Just trying to understand.,Canada,,Walmart
391,1328330062966517761,Arcaniphage,Mon Nov 16 13:32:20 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","England, United Kingdom",,Walmart
392,1328329697768435712,mattbennett07,Mon Nov 16 13:30:53 +0000 2020,@NotSoComplexTWT @hooper20_ryan @mariainez_95 @trash0315 @BabySaturn_ @coreyforde @ParaProducer @kdReimund @david76567 @iggySTSasszalea @lusciousbeaut15 @celestiebestie4 @QuinnRaiden @2kMAQ @PS5sales @ps5consoledeals Checked 3 Walmart’s in person this morning that said they had them last night they just aren’t giving them out,church of Christ,,Walmart
393,1328329373930446849,mattbennett07,Mon Nov 16 13:29:36 +0000 2020,@KyIeDugger @Mr_Black_Friday @HeatUpJulio @wazyfs @PS5sales I’ve checked in person 3 Walmart’s they aren’t giving them out it sucks,church of Christ,,Walmart
394,1328328904214507521,Emm_DeeBee,Mon Nov 16 13:27:44 +0000 2020,"RT @coinspeaker: Rakuten and KKR to Purchase 85% of Walmart Stake in Seiyu
https://t.co/7Wh1cuCNa1 https://t.co/ruOSXvWxza","Huntington, NY 11743",,Walmart
395,1328327448082182144,KwamzOTW,Mon Nov 16 13:21:57 +0000 2020,RT @BallsOnYaHead03: Walmart when they sell all of their 6 Ps5’s to bots https://t.co/9Vu36Tk0LN,USA,,Walmart
396,1328327397079461888,VesnaTalan,Mon Nov 16 13:21:45 +0000 2020,"RT @CFIB: Important email to CFIB from @mcnallyrobinson: ""As Manitobans owning an independent bookstore, we're very frustrated about being…",,,
397,1328326835558633473,janellew76,Mon Nov 16 13:19:31 +0000 2020,"@MistyBoudrie @FOX2News @realDonaldTrump Well according to her lockdown the virus is only out of control in schools, movie theaters &amp; inside restaurants but Walmart , the gym &amp; hair salons are Covid free 🤔🤔 you gotta be a moron if you buy any of that 🤣🤣🤣 🤦🏽‍♀️🤦🏽‍♀️","Michigan, USA",,Walmart
398,1328326263006642181,GerryHGagnon,Mon Nov 16 13:17:14 +0000 2020,"RT @CFIB: Important email to CFIB from @mcnallyrobinson: ""As Manitobans owning an independent bookstore, we're very frustrated about being…",,,
399,1328326147390713858,janellew76,Mon Nov 16 13:16:47 +0000 2020,"@FOX2News Well of course she is that’s what she does , but kinda funny how the virus only hits inside restaurants, inside schools &amp; colleges but the 1000 morons packed into Walmart it just completely bypasses 🤣🤣 This lady is a moron &amp; so are her constituents 🤡🤡","Michigan, USA",,Walmart
400,1328325829974233089,SBull24,Mon Nov 16 13:15:31 +0000 2020,@WalmartCAGaming You should also warn people about #scams #scammers sending out emails telling people they won things from @Walmart #Canadian #WARNING,Canada,"scams,scammers,Canadian,WARNING,",Walmart
401,1328325456504913920,globeandmail,Mon Nov 16 13:14:02 +0000 2020,"RT @globebusiness: Walmart sells majority stake in Seiyu, nearly exiting Japan https://t.co/efZTKewI5H",Canada,,Walmart
402,1328325331678203905,globebusiness,Mon Nov 16 13:13:32 +0000 2020,"Walmart sells majority stake in Seiyu, nearly exiting Japan https://t.co/efZTKewI5H",Canada,,Walmart
403,1328325045635133441,DjShadowFreak,Mon Nov 16 13:12:24 +0000 2020,@linuswilson My Walmart said online only when I went,"Virginia, USA",,Walmart
404,1328324485578182656,anpurgiel,Mon Nov 16 13:10:11 +0000 2020,"Inflation was flat in October. PMFA’s chief investment officer, Jim Baird shares his thoughts via @Barrons. 
https://t.co/k3J1k6MqXx https://t.co/Yx11oNXoQM",Michigan,,
405,1328323450386182144,RodDogg,Mon Nov 16 13:06:04 +0000 2020,"RT @CFIB: Important email to CFIB from @mcnallyrobinson: ""As Manitobans owning an independent bookstore, we're very frustrated about being…","Prince Edward Island, Canada",,
406,1328322544588513281,Pookadook,Mon Nov 16 13:02:28 +0000 2020,"Walmart’s Stock Up 28% in 2020, and Two More Numbers to Know https://t.co/5lrtBV0dM5 via @Barronsonline","Virginia, USA",,Walmart
407,1328321440886755330,InTheLineOfLucy,Mon Nov 16 12:58:05 +0000 2020,"@JakeBurnsCBS6 @GovernorVA @CBS6 The last time I was at Walmart I saw one other customer with a mask - and there were easily hundreds of customers in the store. 

I was told that they don’t have the staff to disinfect shopping carts. 

...and a guy pushed my cart out of his way as I tried to social distance.",Hilltop,,Walmart
408,1328321010815422465,hefbit,Mon Nov 16 12:56:22 +0000 2020,"@kitsunesweet2wa @wesleyness @elusivechad @thatstarwarsgrl Oh no, dude, I do. I've been to Walmart.","Michigan, USA",,Walmart
409,1328320648863752193,HaoMao_Canada,Mon Nov 16 12:54:56 +0000 2020,I can give you 25dollars Walmart gift card though. 🤷🏻‍♀️🤷🏻‍♀️ https://t.co/DiKNq3tMbV,Canada,,Walmart
410,1328319869071355906,DylanBurrows25,Mon Nov 16 12:51:50 +0000 2020,RT @real_davidjames: HEY @roussin_brent @BrianPallister STOP CRUSHING SMALL BUSINESSES. Under what logic can you keep Walmart and Cabellas…,"Ontario, Canada",,Walmart
411,1328319799089369091,bbalogh161,Mon Nov 16 12:51:33 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
412,1328319558034264069,frugalmaniac,Mon Nov 16 12:50:36 +0000 2020,For your weekly #Walmart ad and #coupons to help you #save #money https://t.co/OV6JG973ID #follow #couponcodes #couponing,"MN, USA","Walmart,coupons,save,money,follow,couponcodes,couponing,",Walmart
413,1328318463807524867,joe_bush,Mon Nov 16 12:46:15 +0000 2020,"RT @coinspeaker: Rakuten and KKR to Purchase 85% of Walmart Stake in Seiyu
https://t.co/7Wh1cuCNa1 https://t.co/ruOSXvWxza","Simi Valley, CA 93065",,Walmart
414,1328318414360895489,coinspeaker,Mon Nov 16 12:46:03 +0000 2020,"Rakuten and KKR to Purchase 85% of Walmart Stake in Seiyu
https://t.co/7Wh1cuCNa1 https://t.co/ruOSXvWxza",Malta,,Walmart
415,1328317491043418112,ChannelMAX,Mon Nov 16 12:42:23 +0000 2020,"Walmart nearly exits Japan after selling majority stake in Seiyu 
https://t.co/ZtGO2gT7yH #ChannelMAX","Michigan, USA","ChannelMAX,",Walmart
416,1328317441722753025,UncleFlapjacks,Mon Nov 16 12:42:11 +0000 2020,"@rpuffinstuff These balding, corpulent frauds should retire and become Walmart greeters.",New England,,Walmart
417,1328317380296986624,ChannelMAX,Mon Nov 16 12:41:57 +0000 2020,"Walmart's latest round of Black Friday 2020 deal drops is here—and it's the best one yet 
https://t.co/zswqJxCmBW via @usatoday #ChannelMAX","Michigan, USA","ChannelMAX,",Walmart
418,1328316742544674818,AngelaW98807861,Mon Nov 16 12:39:25 +0000 2020,"RT @quangochef: @SheilaGunnReid Yes. Churches = not ok, billionaire owned supermarkets = ok

50 person limit for churches in BC plus handin…",,,
419,1328314850452385792,sunterra1014,Mon Nov 16 12:31:53 +0000 2020,RT @WNEMTV5news: Walmart has resumed counting and monitoring the number of customers that enter and leave it stores. This comes as coronavi…,"Gladwin, MI",,Walmart
420,1328314121926942720,WNEMTV5news,Mon Nov 16 12:29:00 +0000 2020,Walmart has resumed counting and monitoring the number of customers that enter and leave it stores. This comes as coronavirus cases in the United States hit daily highs. https://t.co/jbYyyRm2B5,Michigan,,Walmart
421,1328313686130298881,FOLIVER4U,Mon Nov 16 12:27:16 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",Parts Unknown,,Walmart
422,1328312615790141440,AudiobookMel,Mon Nov 16 12:23:01 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
423,1328312296066723841,tiredofbullpuxs,Mon Nov 16 12:21:44 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
424,1328312268178788354,AntiOttawa,Mon Nov 16 12:21:38 +0000 2020,"RT @CFIB: Important email to CFIB from @mcnallyrobinson: ""As Manitobans owning an independent bookstore, we're very frustrated about being…","Ottawa, Ontario",,
425,1328311653461536768,UnatalSofu,Mon Nov 16 12:19:11 +0000 2020,"@walmarthelp Hi Walmart Team, could you please support me on this?
For some reason, I can't check out my order, this happened to me all weekend https://t.co/XPN5syweyq",Guatemala,,Walmart
426,1328311461035319297,G420Marc,Mon Nov 16 12:18:25 +0000 2020,"@LewisB1412 @dake_wo @romanklan Not even close to true. For instance here in Canada places had ordering after launch. Walmart had four times where people could order #Ps5’s and all other retailers had some to sell as well. U.S. this was the case too.

Why must people make shit up to try and spin the narrative? https://t.co/CJ2x8QMQuv",Canada,"Ps5,",Walmart
427,1328311123087646721,genecowan,Mon Nov 16 12:17:05 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…","Washington, DC Metro Area",,Walmart
428,1328308767285514248,watchuSHAY,Mon Nov 16 12:07:43 +0000 2020,At this rate I might as well stay up and get my groceries as soon as Walmart open.,"Virginia, USA",,Walmart
429,1328307576711340032,Bgrover1967,Mon Nov 16 12:02:59 +0000 2020,@Walmart Will ps5 be 1 per customer this time or will you allow the Boys to get them all again?,"Virginia, USA",,Walmart
430,1328306748210503680,EddDaGamer,Mon Nov 16 11:59:42 +0000 2020,@TangaTang34 @Plun_Yu other stores have no need to do it since they have better security than walmart,Florida,,Walmart
431,1328306668761985025,EddDaGamer,Mon Nov 16 11:59:23 +0000 2020,@TangaTang34 @Plun_Yu walmart dont do that,Florida,,Walmart
432,1328306141445689345,kayleebakerxo,Mon Nov 16 11:57:17 +0000 2020,#BlackLivesMatter this is ridiculous @Walmart it’s time to get your shit together https://t.co/2P2gxuQy97,Canada,"BlackLivesMatter,",Walmart
433,1328305004793487361,beyonce72,Mon Nov 16 11:52:46 +0000 2020,"Forced monkey labor is horrifyingly cruel, and Walmart is openly supporting it #care2 https://t.co/7Nwd0WzKzO",finland,"care2,",Walmart
434,1328300489369272332,c__lt_n,Mon Nov 16 11:34:49 +0000 2020,"RT @KaraPassey: 1. Shaming people for shopping at Walmart (IN A PANDEMIC) is classist
2. The MBGov is the one at fault for letting small bu…",Treaty 1 Territory,,Walmart
435,1328300050393542656,geoff_laughton,Mon Nov 16 11:33:05 +0000 2020,"RT @CFIB: Important email to CFIB from @mcnallyrobinson: ""As Manitobans owning an independent bookstore, we're very frustrated about being…","Ontario, Canada",,
436,1328298073479581696,Adriene26,Mon Nov 16 11:25:13 +0000 2020,"RT @QasimRashid: COVID19 has closed 20% of small biz forever &amp; made Amazon &amp; Walmart founders $133B richer😳

This holiday season—join the #…",,,Walmart
437,1328297061268283392,JD23626384,Mon Nov 16 11:21:12 +0000 2020,"RT @CFIB: Important email to CFIB from @mcnallyrobinson: ""As Manitobans owning an independent bookstore, we're very frustrated about being…",Canada,,
