,user,time,tweet_text,lat,long,location,hashtags
3581,iamaramide_,Sat Nov 07 20:20:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3582,u_gee17,Sat Nov 07 20:19:17 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
3583,KawtharaAbdulg1,Sat Nov 07 20:18:36 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3584,fadekeojora,Sat Nov 07 20:18:35 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,TwentyTwo,[]
3585,hammed_tuhlyeen,Sat Nov 07 20:18:25 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Somolu Lagos,Nigeria ",[]
3586,alinwakingsley,Sat Nov 07 20:17:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Parallel Universe ,[]
3587,dauntless_Rx,Sat Nov 07 20:16:54 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Canada Inshaa Allah,[]
3588,IgweFrancis16,Sat Nov 07 20:16:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3589,ASIWAJUofNGN,Sat Nov 07 20:16:02 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Wakanda,[]
3590,genq_cholo,Sat Nov 07 20:15:42 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3591,SoFlyTheGr8,Sat Nov 07 20:15:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3592,samex4rill,Sat Nov 07 20:14:53 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Kwara, Nigeria",[]
3593,biofroak50,Sat Nov 07 20:14:51 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3594,_thedru_,Sat Nov 07 20:14:31 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
3595,Ollaitan_,Sat Nov 07 20:14:24 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3596,lil_smallz16,Sat Nov 07 20:14:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,LAGOS,[]
3597,CamWriter,Sat Nov 07 20:14:06 +0000 2020,"@YerFriendMolly Damn! That's a lot of saving. Might as well start making deposits at the bank, then...",,,"Toronto, Ontario",[]
3598,amechio,Sat Nov 07 20:13:37 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3599,zayaanshaafiu,Sat Nov 07 20:13:37 +0000 2020,@kurteichenwald The most relevant bits from the article on Deutsche Bank https://t.co/UOsAQYaFGU https://t.co/nF15vlz0qZ,,,Toronto,[]
3600,gabydotshe,Sat Nov 07 20:12:42 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3601,xchinedum,Sat Nov 07 20:12:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,On the coasts of serenity ,[]
3602,Noidoromo_,Sat Nov 07 20:12:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,https://debascave.tumblr.com/,[]
3603,Ganiyatmoji,Sat Nov 07 20:12:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
3604,Qurzimbakare,Sat Nov 07 20:11:54 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
3605,Feranmz_,Sat Nov 07 20:11:53 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Shinsu ,[]
3606,OloyeDami,Sat Nov 07 20:11:35 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3607,deronk,Sat Nov 07 20:11:27 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos,[]
3608,bekexjj,Sat Nov 07 20:11:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3609,hollakah,Sat Nov 07 20:11:15 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3610,Carl_Scytale,Sat Nov 07 20:11:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Jos, Nigeria.",[]
3611,Adniyi_b,Sat Nov 07 20:10:54 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3612,rinoye3,Sat Nov 07 20:10:42 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Somewhere on Earth.,[]
3613,zayaanshaafiu,Sat Nov 07 20:10:26 +0000 2020,"@kurteichenwald For people in replies who want context on Deutsche Bank before it re-enters the news cycle in a big way in a few months, and want to understand just why they're going to be really desperate to cut those ties and sell off that debt, this deep-dive is great https://t.co/UOsAQYsh5u",,,Toronto,[]
3614,Dozie9,Sat Nov 07 20:10:08 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3615,dj_ABL,Sat Nov 07 20:09:51 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lag, abuja & kaduna Nig",[]
3616,LizUmez,Sat Nov 07 20:09:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3617,samoalfred,Sat Nov 07 20:09:08 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"New York, USA",[]
3618,Eva__Precious,Sat Nov 07 20:08:43 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Alberta, Canada",[]
3619,ManLikeKola,Sat Nov 07 20:08:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Ilorin, Nigeria",[]
3620,PhxAkin,Sat Nov 07 20:08:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3621,lyndywith2ys,Sat Nov 07 20:08:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3622,EruditeMee,Sat Nov 07 20:08:27 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
3623,Dangaraino,Sat Nov 07 20:08:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3624,Midestephen707,Sat Nov 07 20:08:02 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3625,_chukwuma_,Sat Nov 07 20:07:39 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Levitating,[]
3626,sarosash,Sat Nov 07 20:07:31 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3627,Amsayaro,Sat Nov 07 20:07:27 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"London, Ontario",[]
3628,ChineloNneoma,Sat Nov 07 20:07:25 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nowhere,[]
3629,bumwax_,Sat Nov 07 20:07:25 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3630,chocolatemeenah,Sat Nov 07 20:07:24 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3631,Jeansgal20,Sat Nov 07 20:07:21 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Quarantine, Home.",[]
3632,aro_okigbo,Sat Nov 07 20:07:21 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,in my head,[]
3633,coolestcharlie,Sat Nov 07 20:07:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3634,koch_jnr,Sat Nov 07 20:06:23 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3635,CJ_Nwosu,Sat Nov 07 20:06:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
3636,Ibiyinka2011,Sat Nov 07 20:06:11 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Abeokuta,[]
3637,bukolaade_,Sat Nov 07 20:05:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3638,ifeoluwa_hayi,Sat Nov 07 20:05:29 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Heaven 💯🔥,[]
3639,Toladeadetayo,Sat Nov 07 20:05:14 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3640,mr_robmichael,Sat Nov 07 20:05:12 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,World,[]
3641,Kazz_Bryan,Sat Nov 07 20:05:10 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,As the Spirit leads ,[]
3642,Vhee11005639,Sat Nov 07 20:05:08 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3643,kahybieey007,Sat Nov 07 20:05:04 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,CAMP NOU,[]
3644,Hush700,Sat Nov 07 20:04:59 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3645,bobbywineder,Sat Nov 07 20:04:37 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3646,darrysindick,Sat Nov 07 20:04:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3647,Francesnkopara,Sat Nov 07 20:04:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3648,d4teeniam,Sat Nov 07 20:03:21 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3649,MakafaMcdreamy,Sat Nov 07 20:02:57 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
3650,OsoSamuel7,Sat Nov 07 20:02:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3651,khaulatuu,Sat Nov 07 20:02:01 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3652,Alero_O_,Sat Nov 07 20:01:54 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Confined in my own solace,[]
3653,Samuel26846163,Sat Nov 07 20:01:28 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3654,IamProfstar,Sat Nov 07 20:01:08 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3655,HEEDRIS02,Sat Nov 07 20:01:07 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3656,rjkae2,Sat Nov 07 20:00:50 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3657,ojoiam,Sat Nov 07 20:00:49 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,The Hills,[]
3658,askmart9ja,Sat Nov 07 20:00:42 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3659,_praizo,Sat Nov 07 20:00:12 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3660,VDJLYON,Sat Nov 07 20:00:05 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Ibadan but Toronto insha Allah,[]
3661,MercyTimma,Sat Nov 07 19:59:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3662,Ace_KYD,Sat Nov 07 19:59:51 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3663,Obimajulum,Sat Nov 07 19:59:35 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"TheCakeLife.Ng, Lagos ",[]
3664,Holmes3_1,Sat Nov 07 19:59:26 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"العاصمه, دولة الكويت",[]
3665,siji__b,Sat Nov 07 19:59:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
3666,bimpizy,Sat Nov 07 19:58:53 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Ibadan Nigeria",[]
3667,onikeke02,Sat Nov 07 19:58:40 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,lost in my thoughts ,[]
3668,huebaby_,Sat Nov 07 19:58:40 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nig 〽️,[]
3669,Ms_IUNA,Sat Nov 07 19:58:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3670,Ayomide09Ibukun,Sat Nov 07 19:58:23 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"West Dundee, ILaq",[]
3671,zionsimi,Sat Nov 07 19:58:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3672,Hogwarts_viktor,Sat Nov 07 19:58:15 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Earth,[]
3673,yourpapabestie,Sat Nov 07 19:58:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Earth,[]
3674,iyam_dymmy,Sat Nov 07 19:58:06 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Somewhere behind the cloud,[]
3675,Phatye,Sat Nov 07 19:57:59 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Toronto, Ontario",[]
3676,queen_munah,Sat Nov 07 19:57:46 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Toronto, Ontario",[]
3677,sultan_rowo,Sat Nov 07 19:57:44 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos,Nigeria",[]
3678,Reenicebay,Sat Nov 07 19:57:43 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lasgidi,[]
3679,IAm2figgy,Sat Nov 07 19:57:24 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3680,jyborla,Sat Nov 07 19:57:20 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Nigeria,[]
3681,jskay7,Sat Nov 07 19:57:07 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,next door,[]
3682,BabajideFO,Sat Nov 07 19:57:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Global,[]
3683,re_velry,Sat Nov 07 19:57:00 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3684,slim_rayray,Sat Nov 07 19:56:58 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3685,Mr_Emeh,Sat Nov 07 19:56:40 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3686,_kellytolulope,Sat Nov 07 19:56:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3687,Olaitan_12,Sat Nov 07 19:56:22 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Lagos ,[]
3688,Nzyclems,Sat Nov 07 19:56:04 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"owerri,Nigeria",[]
3689,budXcurious,Sat Nov 07 19:55:59 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Earthland,[]
3690,HrmOudael,Sat Nov 07 19:55:48 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
3691,Chubbie_Steph,Sat Nov 07 19:55:29 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3692,JaneAnselm,Sat Nov 07 19:55:03 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3693,tisleedeeya,Sat Nov 07 19:54:35 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Hovering,[]
3694,jerrmane,Sat Nov 07 19:54:34 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,🇳🇬 🇬🇧 🇺🇸 🇮🇹,[]
3695,hadeyeancahrid,Sat Nov 07 19:54:08 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3696,jamie_blacc,Sat Nov 07 19:53:56 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,somewhere on earth,[]
3697,TwistElly,Sat Nov 07 19:53:55 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,,[]
3698,sidol_a,Sat Nov 07 19:53:35 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Soul society,[]
3699,OkojiUche,Sat Nov 07 19:53:21 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Enugu, Nigeria",[]
3700,Babygiwa,Sat Nov 07 19:53:21 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,A place called forward ,[]
3701,ricospeczz,Sat Nov 07 19:53:07 +0000 2020,"RT @TinaWare: If you are living (or plan on moving) in the city, Toronto has a Rent Bank (interest free) loan program to cover up to 3 mont…",,,"Toronto, Canada",[]
3702,__JessJesss,Sat Nov 07 19:53:06 +0000 2020,"RT @TinaWare: If you are living (or plan on moving) in the city, Toronto has a Rent Bank (interest free) loan program to cover up to 3 mont…",,,,[]
3703,LifeofIdris,Sat Nov 07 19:53:01 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,Unable to disclose location,[]
3704,AdaiEdwin1,Sat Nov 07 19:52:13 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Abuja, Nigeria",[]
3705,raph_ai,Sat Nov 07 19:51:42 +0000 2020,RT @TundeTASH: Kill protesters. Detain protesters. Block Bank Accounts. Seize Passports. Threaten Protesters. Intimidate Protesters. Gaslig…,,,"Lagos, Nigeria",[]
